accuracy,balanced_accuracy,precision,recall,f1,mcc,kappa,sensitivity,specificity,roc_auc,pr_auc,fold,n_selected_features,test_subjects
0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999989999,1.0,1.0,0,29,[np.int64(31)]
0.7068965517241379,0.6977753662506783,0.3170731707317073,0.6842105263157895,0.43333333333333335,0.30622616860638474,0.26990003702332477,0.6842105263157535,0.7113402061855597,0.7428106348345089,0.32195215211090256,1,24,"[np.int64(5), np.int64(8), np.int64(14)]"
0.7183098591549296,0.7127403846153846,0.7,0.65625,0.6774193548387096,0.42858273571253924,0.427880741337631,0.6562499999999795,0.7692307692307495,0.7612179487179488,0.815243329156925,2,35,"[np.int64(3), np.int64(24), np.int64(29)]"
0.647887323943662,0.6538155802861685,0.7307692307692307,0.5135135135135135,0.6031746031746031,0.31899047374985606,0.3036484896037661,0.5135135135134996,0.7941176470588002,0.6979332273449921,0.7185026463283539,3,21,"[np.int64(4), np.int64(17), np.int64(22), np.int64(32), np.int64(39)]"
0.7321428571428571,0.6972972972972973,0.5945945945945946,0.5945945945945946,0.5945945945945946,0.3945945945945946,0.39459459459459467,0.5945945945945785,0.7999999999999894,0.776936936936937,0.6620799134748598,4,35,[np.int64(21)]
0.7988826815642458,0.7726156629620057,0.8363636363636363,0.6301369863013698,0.71875,0.5807683963647141,0.5669936836446714,0.6301369863013613,0.9150943396226329,0.8723830447143964,0.8398697724691698,5,31,"[np.int64(1), np.int64(2), np.int64(16), np.int64(35), np.int64(42), np.int64(44), np.int64(46)]"
0.589041095890411,0.5638947425298535,0.3865546218487395,0.4946236559139785,0.4339622641509434,0.1211620465315231,0.11893386975106868,0.4946236559139732,0.6331658291457255,0.6036904954881938,0.4334606679266767,6,24,"[np.int64(11), np.int64(34), np.int64(37), np.int64(43), np.int64(48)]"
0.7241379310344828,0.6595121951219513,0.6666666666666666,0.43902439024390244,0.5294117647058824,0.36088560720169827,0.3457878040183292,0.4390243902438917,0.8799999999999883,0.7977235772357724,0.6620664404787822,7,34,"[np.int64(7), np.int64(9), np.int64(15), np.int64(26), np.int64(41)]"
0.6333333333333333,0.6615746180963573,0.8,0.5405405405405406,0.6451612903225806,0.31868666197020273,0.2941176470588235,0.5405405405405259,0.78260869565214,0.7062279670975322,0.7516144801392176,8,28,"[np.int64(12), np.int64(13), np.int64(25), np.int64(27), np.int64(28), np.int64(38), np.int64(45)]"
0.7543859649122807,0.7658730158730158,0.6296296296296297,0.8095238095238095,0.7083333333333334,0.5137154719548638,0.5018726591760301,0.809523809523771,0.7222222222222021,0.8148148148148148,0.6560943406182623,9,20,"[np.int64(19), np.int64(23), np.int64(33), np.int64(36), np.int64(47)]"
