accuracy,balanced_accuracy,precision,recall,f1,mcc,kappa,sensitivity,specificity,roc_auc,pr_auc,fold,n_selected_features,test_subjects
0.7327188940092166,0.7318325015043715,0.7839388145315488,0.6356589147286822,0.702054794520548,0.4728760142804996,0.46446731106083927,0.6356589147286812,0.8280060882800596,0.8196453222894766,0.778557631616239,0,20,"[np.int64(5), np.int64(11), np.int64(19), np.int64(23), np.int64(34)]"
0.7292284866468842,0.7305609369496302,0.8315789473684211,0.5808823529411765,0.683982683982684,0.4826190772306593,0.45987661097328036,0.5808823529411756,0.8802395209580824,0.8256109105318774,0.8176661164787695,1,32,"[np.int64(3), np.int64(12), np.int64(24), np.int64(35), np.int64(46)]"
0.8588110403397028,0.8576248862818581,0.8564814814814815,0.8390022675736961,0.847651775486827,0.7162570745825269,0.7161249099337929,0.8390022675736942,0.8762475049900181,0.9222688410028016,0.918836702671578,2,29,"[np.int64(10), np.int64(21), np.int64(31), np.int64(42)]"
0.70018281535649,0.6874985321402569,0.6615581098339719,0.891566265060241,0.7595307917888563,0.41487144214709704,0.38384188745986225,0.8915662650602394,0.48343079922027193,0.7929764169459794,0.7861983787164816,3,22,"[np.int64(13), np.int64(18), np.int64(27), np.int64(32), np.int64(41)]"
0.7222777222777222,0.7230501976758117,0.6983240223463687,0.7637474541751528,0.7295719844357976,0.447210826808056,0.44532324484646024,0.7637474541751511,0.6823529411764693,0.8052873287807993,0.8136418929239485,4,35,"[np.int64(6), np.int64(8), np.int64(15), np.int64(16), np.int64(36)]"
0.6690363349131122,0.678754531071636,0.6061684460260973,0.8545150501672241,0.7092297015961138,0.37839196608839126,0.34999595626888613,0.8545150501672226,0.5029940119760471,0.7682769911681654,0.7312308945521202,5,32,"[np.int64(28), np.int64(29), np.int64(40), np.int64(44), np.int64(47)]"
0.6448457486832204,0.6452258433390509,0.6227544910179641,0.6540880503144654,0.6380368098159509,0.2901884461093444,0.2898519222931667,0.6540880503144644,0.6363636363636355,0.6852645956419543,0.6322951272058257,6,25,"[np.int64(2), np.int64(20), np.int64(25), np.int64(30), np.int64(37)]"
0.8555133079847909,0.8534262485481998,0.8632478632478633,0.8211382113821138,0.8416666666666667,0.7097019709987193,0.7089521812569166,0.8211382113821124,0.8857142857142845,0.915355400696864,0.9135035163597783,7,34,"[np.int64(1), np.int64(4), np.int64(17), np.int64(22), np.int64(48)]"
0.7600308641975309,0.7519957983193277,0.8622327790973872,0.5892857142857143,0.7000964320154291,0.5374313954202768,0.5116130283055447,0.5892857142857133,0.9147058823529398,0.8595492742551567,0.8552652209991529,8,26,"[np.int64(7), np.int64(9), np.int64(26), np.int64(38), np.int64(45)]"
0.7735849056603774,0.7753613173274364,0.7358834244080146,0.8295687885010267,0.7799227799227799,0.5526881683166631,0.5485068610061236,0.829568788501025,0.7211538461538447,0.8598069025430422,0.8460955096529204,9,33,"[np.int64(14), np.int64(33), np.int64(39), np.int64(43)]"
