accuracy,balanced_accuracy,precision,recall,f1,mcc,kappa,sensitivity,specificity,roc_auc,pr_auc,model,fold
0.7125658389766741,0.7124241062920309,0.6959876543209876,0.7091194968553459,0.7024922118380063,0.4245881916204889,0.4245188056859144,0.7091194968553448,0.7157287157287147,0.7770335883543431,0.7363918972038429,xgboost,6
0.6772009029345373,0.677090990770236,0.6589861751152074,0.6745283018867925,0.6666666666666666,0.3539291208089181,0.35383877844531253,0.6745283018867914,0.6796536796536786,0.7456709956709956,0.7370540117040404,standard_anfis,6
0.7102661596958175,0.7078164924506387,0.6983050847457627,0.6699186991869919,0.6838174273858921,0.41696689433606504,0.4166613302284965,0.6699186991869908,0.7457142857142847,0.7049059233449476,0.556531051521413,logreg,7
0.7110266159695817,0.7144541231126598,0.6657263751763046,0.767479674796748,0.7129909365558912,0.4293303043622286,0.4249646140922221,0.7674796747967467,0.6614285714285705,0.8238315911730546,0.842226582046271,svm_rbf,7
0.7787072243346007,0.7809872241579559,0.7382352941176471,0.816260162601626,0.7752895752895753,0.5611278555844501,0.5583912754969562,0.8162601626016247,0.7457142857142847,0.8775667828106852,0.8766675818029043,random_forest,7
0.6539923954372624,0.6608826945412312,0.6020408163265306,0.767479674796748,0.6747676912080057,0.32720551354601013,0.31648512334854595,0.7674796747967467,0.5542857142857135,0.6565621370499419,0.5282566540034006,mlp,7
0.7254752851711027,0.7296051103368176,0.6759002770083102,0.7934959349593496,0.7299925205684368,0.4604708876988157,0.4544101506157374,0.7934959349593482,0.6657142857142847,0.802861788617886,0.7856730577531238,xgboost,7
0.7323193916349809,0.7300116144018582,0.7225042301184433,0.6943089430894309,0.7081260364842454,0.461427332483095,0.4611157679053739,0.6943089430894297,0.7657142857142846,0.7748037166085946,0.6872422190325826,standard_anfis,7
0.8263888888888888,0.8225649350649351,0.8709677419354839,0.7451298701298701,0.8031496062992126,0.6558786370913019,0.6495461887547112,0.7451298701298689,0.8999999999999987,0.9028409090909091,0.9048851571970438,logreg,8
0.7908950617283951,0.7888941940412528,0.7989601386481803,0.7483766233766234,0.7728415758591786,0.5805789293634822,0.5795149796950425,0.7483766233766221,0.8294117647058811,0.8842305672268909,0.8703150690384932,svm_rbf,8
0.7453703703703703,0.7423796791443851,0.7581227436823105,0.6818181818181818,0.717948717948718,0.48934390046206827,0.4870663186981885,0.6818181818181807,0.802941176470587,0.8434038388082506,0.8347809682533559,random_forest,8
0.7785493827160493,0.7776642475171887,0.771004942339374,0.7597402597402597,0.7653311529026983,0.5557645155840544,0.5557105725861937,0.7597402597402585,0.7955882352941165,0.8730638846447669,0.877473453712881,mlp,8
0.8256172839506173,0.8220588235294117,0.8651685393258427,0.75,0.8034782608695652,0.6535245339304735,0.6481780442804428,0.7499999999999988,0.8941176470588221,0.9141377005347594,0.9145146918474694,xgboost,8
0.8256172839506173,0.8207601222307104,0.89,0.7224025974025974,0.7974910394265233,0.6581329616462077,0.6472560505626638,0.7224025974025962,0.9191176470588222,0.9192847593582888,0.9116254357322514,standard_anfis,8
